OBJECTNUMMER;Functie;Gedetecteerde_panelen;Vermogen(kwh);LNG;LAT;geometry;subject;region_name;regio_type;region_code;lon;lat
2895.0;Wonen;3.0;1000.0;5.009.578;52.347.238;POINT(52.347238,5.009578);;;;;;
2896.0;NietWonen;9.4;2000.0;4.994.984;52.358.512;POINT(52.358512,4.994984);;;;;;
2897.0;Wonen;9.4;2000.0;4.948.691;52.387.079;POINT(52.387079,4.948691);;;;;;
2898.0;Wonen;9.4;2000.0;4.812.377;52.354.326;POINT(52.354326,4.812377);;;;;;
2899.0;Wonen;6.0;1000.0;4.883.046;52.354.856;POINT(52.354856,4.883046);;;;;;
2900.0;Wonen;9.4;2000.0;4.973.629;52.290.376;POINT(52.290376,4.973629);;;;;;
2901.0;Wonen;6.0;2000.0;4.878.397;52.353.467;POINT(52.353467,4.878397);;;;;;
2902.0;Wonen;9.0;2000.0;4.966.035;52.317.584;POINT(52.317584,4.966035);;;;;;
2903.0;Wonen;9.4;2000.0;4.994.008;52.354.757;POINT(52.354757,4.994008);;;;;;
2904.0;Wonen;13.0;3000.0;4.802.689;52.347.512;POINT(52.347512,4.802689);;;;;;
2905.0;Wonen;9.4;2000.0;4.968.502;52.303.481;POINT(52.303481,4.968502);;;;;;
2906.0;NietWonen;282.0;69000.0;4.912.174;52.406.978;POINT(52.406978,4.912174);;;;;;
2907.0;Wonen;9.4;2000.0;4.785.998;52.366.299;POINT(52.366299,4.785998);;;;;;
2908.0;Wonen;160.0;39000.0;4.941.706;5.236.385;POINT(52.36385,4.941706);;;;;;
2909.0;Wonen;9.4;2000.0;4.770.914;52.352.068;POINT(52.352068,4.770914);;;;;;
2910.0;Wonen;36.0;9000.0;488.666;52.388.478;POINT(52.388478,4.88666);;;;;;
2911.0;Wonen;9.4;2000.0;4.817.165;52.352.567;POINT(52.352567,4.817165);;;;;;
2912.0;Wonen;9.4;2000.0;4.823.378;52.362.653;POINT(52.362653,4.823378);;;;;;
2913.0;Wonen;14.0;3000.0;483.416;52.374.297;POINT(52.374297,4.83416);;;;;;
2914.0;Wonen;9.4;2000.0;4.931.623;52.393.808;POINT(52.393808,4.931623);;;;;;
2915.0;Wonen;3.0;1000.0;4.936.567;52.353.683;POINT(52.353683,4.936567);;;;;;
2916.0;Wonen;17.0;4000.0;4.884.893;52.350.054;POINT(52.350054,4.884893);;;;;;
2917.0;Wonen;9.4;2000.0;488.683;52.345.613;POINT(52.345613,4.88683);;;;;;
2918.0;Wonen;9.4;2000.0;4.970.346;52.295.658;POINT(52.295658,4.970346);;;;;;
2919.0;NietWonen;298.0;75000.0;48.855;52.334.065;POINT(52.334065,4.8855);;;;;;
2920.0;Wonen;9.4;2000.0;4.926.484;5.239.103;POINT(52.39103,4.926484);;;;;;
2921.0;Wonen;4.0;1000.0;4.872.497;52.362.939;POINT(52.362939,4.872497);;;;;;
2922.0;Wonen;9.4;2000.0;4.785.192;52.347.554;POINT(52.347554,4.785192);;;;;;
2923.0;Wonen;9.4;2000.0;4.918.038;52.358.025;POINT(52.358025,4.918038);;;;;;
2924.0;Wonen;9.4;2000.0;4.935.545;52.350.319;POINT(52.350319,4.935545);;;;;;
2925.0;NietWonen;9.0;2000.0;4.951.925;52.317.176;POINT(52.317176,4.951925);;;;;;
2926.0;Wonen;9.4;2000.0;4.924.679;52.347.454;POINT(52.347454,4.924679);;;;;;
2927.0;Wonen;9.4;2000.0;4.864.849;52.326.435;POINT(52.326435,4.864849);;;;;;
2928.0;Wonen;9.4;2000.0;4.990.518;52.299.745;POINT(52.299745,4.990518);;;;;;
2929.0;Wonen;9.4;2000.0;4.990.436;52.319.171;POINT(52.319171,4.990436);;;;;;
2930.0;Wonen;9.4;2000.0;4.886.355;52.346.213;POINT(52.346213,4.886355);;;;;;
2931.0;Wonen;9.4;2000.0;489.072;52.424.082;POINT(52.424082,4.89072);;;;;;
2932.0;NietWonen;7.0;2000.0;4.798.454;52.380.833;POINT(52.380833,4.798454);;;;;;
2933.0;Wonen;9.4;2000.0;487.485;52.323.553;POINT(52.323553,4.87485);;;;;;
2934.0;Wonen;6.0;2000.0;4.936.159;52.353.516;POINT(52.353516,4.936159);;;;;;
2935.0;Wonen;3.0;1000.0;489.489;52.420.192;POINT(52.420192,4.89489);;;;;;
2936.0;Wonen;9.4;2000.0;490.289;52.419.517;POINT(52.419517,4.90289);;;;;;
2937.0;Wonen;9.4;2000.0;4.833.031;52.368.282;POINT(52.368282,4.833031);;;;;;
2938.0;Wonen;9.4;2000.0;4.943.395;52.373.389;POINT(52.373389,4.943395);;;;;;
2939.0;Wonen;9.4;2000.0;4.996.404;52.297.748;POINT(52.297748,4.996404);;;;;;
2940.0;Wonen;9.4;2000.0;4.968.579;52.303.228;POINT(52.303228,4.968579);;;;;;
2941.0;Wonen;9.4;2000.0;4.774.334;52.350.724;POINT(52.350724,4.774334);;;;;;
2942.0;Wonen;9.4;2000.0;4.957.385;52.389.147;POINT(52.389147,4.957385);;;;;;
2943.0;NietWonen;64.0;16000.0;4.911.012;52.406.014;POINT(52.406014,4.911012);;;;;;
2944.0;Wonen;9.4;2000.0;4.967.691;52.304.964;POINT(52.304964,4.967691);;;;;;
2945.0;Wonen;9.4;2000.0;4.837.248;52.382.513;POINT(52.382513,4.837248);;;;;;
2946.0;Wonen;9.4;2000.0;4.954.524;5.239.075;POINT(52.39075,4.954524);;;;;;
2947.0;NietWonen;233.0;58000.0;4.969.218;52.300.446;POINT(52.300446,4.969218);;;;;;
2948.0;Wonen;9.4;2000.0;4.804.145;52.382.658;POINT(52.382658,4.804145);;;;;;
2949.0;NietWonen;9.4;2000.0;4.907.452;52.401.917;POINT(52.401917,4.907452);;;;;;
2950.0;Wonen;9.4;2000.0;495.588;52.388.923;POINT(52.388923,4.95588);;;;;;
2951.0;Wonen;9.4;2000.0;497.775;52.327.408;POINT(52.327408,4.97775);;;;;;
2952.0;Wonen;9.4;2000.0;4.833.119;52.369.399;POINT(52.369399,4.833119);;;;;;
2953.0;NietWonen;43.0;11000.0;4.901.303;52.386.122;POINT(52.386122,4.901303);;;;;;
2954.0;Wonen;9.4;2000.0;4.950.226;52.346.342;POINT(52.346342,4.950226);;;;;;
2955.0;NietWonen;38.0;10000.0;482.992;52.380.683;POINT(52.380683,4.82992);;;;;;
2956.0;Wonen;9.4;2000.0;4.819.703;52.347.029;POINT(52.347029,4.819703);;;;;;
2957.0;Wonen;9.4;2000.0;4.793.745;5.234.504;POINT(52.34504,4.793745);;;;;;
2958.0;Wonen;9.4;2000.0;4.995.559;52.352.931;POINT(52.352931,4.995559);;;;;;
2959.0;Wonen;9.4;2000.0;4.813.539;52.348.444;POINT(52.348444,4.813539);;;;;;
2960.0;Wonen;9.4;2000.0;4.809.581;52.342.794;POINT(52.342794,4.809581);;;;;;
2961.0;Wonen;9.4;2000.0;478.092;52.349.018;POINT(52.349018,4.78092);;;;;;
2962.0;Wonen;9.4;2000.0;4.906.828;52.389.636;POINT(52.389636,4.906828);;;;;;
2963.0;NietWonen;16.0;4000.0;484.975;52.381.538;POINT(52.381538,4.84975);;;;;;
2964.0;Wonen;9.4;2000.0;4.989.962;52.319.873;POINT(52.319873,4.989962);;;;;;
2965.0;Wonen;16.0;4000.0;4.862.421;52.372.736;POINT(52.372736,4.862421);;;;;;
2966.0;Wonen;9.4;2000.0;4.992.257;52.299.236;POINT(52.299236,4.992257);;;;;;
2967.0;Wonen;9.4;2000.0;4.994.409;52.353.542;POINT(52.353542,4.994409);;;;;;
2968.0;NietWonen;30.0;8000.0;4.763.987;52.395.142;POINT(52.395142,4.763987);;;;;;
2969.0;Wonen;9.4;2000.0;4.823.523;52.352.373;POINT(52.352373,4.823523);;;;;;
2970.0;NietWonen;23.0;6000.0;4.800.986;52.382.218;POINT(52.382218,4.800986);;;;;;
2971.0;Wonen;9.4;2000.0;4.930.431;52.397.205;POINT(52.397205,4.930431);;;;;;
2972.0;Wonen;9.4;2000.0;4.932.081;52.408.703;POINT(52.408703,4.932081);;;;;;
2973.0;NietWonen;26.0;6000.0;4.858.367;52.380.564;POINT(52.380564,4.858367);;;;;;
2974.0;Wonen;9.4;2000.0;4.874.033;52.353.676;POINT(52.353676,4.874033);;;;;;
2975.0;Wonen;9.4;2000.0;4.977.207;52.312.794;POINT(52.312794,4.977207);;;;;;
2976.0;NietWonen;6.0;1000.0;4.802.852;52.409.472;POINT(52.409472,4.802852);;;;;;
2977.0;Wonen;9.4;2000.0;4.967.916;52.303.728;POINT(52.303728,4.967916);;;;;;
2978.0;Wonen;9.4;2000.0;4.978.661;52.327.989;POINT(52.327989,4.978661);;;;;;
2979.0;Wonen;9.4;2000.0;4.783.048;52.348.866;POINT(52.348866,4.783048);;;;;;
2980.0;Wonen;9.4;2000.0;4.994.637;52.356.829;POINT(52.356829,4.994637);;;;;;
2981.0;Wonen;9.4;2000.0;4.815.183;52.348.863;POINT(52.348863,4.815183);;;;;;
2982.0;Wonen;16.0;4000.0;4.943.623;52.322.616;POINT(52.322616,4.943623);;;;;;
2983.0;NietWonen;22.0;6000.0;4.763.892;52.395.457;POINT(52.395457,4.763892);;;;;;
2984.0;NietWonen;24.0;6000.0;4.849.775;52.381.071;POINT(52.381071,4.849775);;;;;;
2985.0;Wonen;9.4;2000.0;4.857.755;52.329.487;POINT(52.329487,4.857755);;;;;;
2986.0;Wonen;9.4;2000.0;4.984.093;52.325.763;POINT(52.325763,4.984093);;;;;;
2987.0;Wonen;3.0;1000.0;4.784.501;52.347.831;POINT(52.347831,4.784501);;;;;;
2988.0;Wonen;9.4;2000.0;4.980.539;52.297.848;POINT(52.297848,4.980539);;;;;;
2989.0;Wonen;3.0;1000.0;4.904.059;52.351.681;POINT(52.351681,4.904059);;;;;;
2990.0;Wonen;9.4;2000.0;4.806.428;52.351.703;POINT(52.351703,4.806428);;;;;;
2991.0;Wonen;6.0;1000.0;4.913.887;52.359.262;POINT(52.359262,4.913887);;;;;;
2992.0;Wonen;40.0;10000.0;4.941.456;52.364.011;POINT(52.364011,4.941456);;;;;;
2993.0;Wonen;8.0;2000.0;4.856.261;52.383.246;POINT(52.383246,4.856261);;;;;;
2994.0;Wonen;9.4;2000.0;4.993.818;52.356.741;POINT(52.356741,4.993818);;;;;;
2995.0;Wonen;9.4;2000.0;4.792.121;52.348.044;POINT(52.348044,4.792121);;;;;;
2996.0;Wonen;9.4;2000.0;4.773.778;52.351.065;POINT(52.351065,4.773778);;;;;;
2997.0;NietWonen;61.0;15000.0;4.849.281;52.377.831;POINT(52.377831,4.849281);;;;;;
2998.0;Wonen;9.4;2000.0;4.991.067;52.317.306;POINT(52.317306,4.991067);;;;;;
2999.0;Wonen;9.4;2000.0;4.809.266;52.346.948;POINT(52.346948,4.809266);;;;;;
3000.0;Wonen;9.4;2000.0;4.948.473;52.401.116;POINT(52.401116,4.948473);;;;;;
3001.0;Wonen;9.4;2000.0;4.813.296;52.350.236;POINT(52.350236,4.813296);;;;;;
3002.0;Wonen;37.0;9000.0;4.931.941;52.362.441;POINT(52.362441,4.931941);;;;;;
3003.0;Wonen;5.0;1000.0;4.868.718;52.381.615;POINT(52.381615,4.868718);;;;;;
3004.0;NietWonen;65.0;17000.0;4.975.727;52.361.184;POINT(52.361184,4.975727);;;;;;
3005.0;NietWonen;9.4;2000.0;4.943.099;52.373.111;POINT(52.373111,4.943099);;;;;;
3006.0;Wonen;9.4;2000.0;4.983.686;52.324.874;POINT(52.324874,4.983686);;;;;;
3007.0;Wonen;9.4;2000.0;4.946.778;52.400.008;POINT(52.400008,4.946778);;;;;;
3008.0;Wonen;9.4;2000.0;4.786.641;52.348.201;POINT(52.348201,4.786641);;;;;;
3009.0;Wonen;9.4;2000.0;4.869.519;52.347.898;POINT(52.347898,4.869519);;;;;;
3010.0;Wonen;9.4;2000.0;4.786.893;52.354.046;POINT(52.354046,4.786893);;;;;;
3011.0;Wonen;6.0;1000.0;4.944.556;52.361.762;POINT(52.361762,4.944556);;;;;;
3012.0;Wonen;9.4;2000.0;4.980.114;52.328.272;POINT(52.328272,4.980114);;;;;;
3013.0;Wonen;27.0;7000.0;4.927.599;52.358.897;POINT(52.358897,4.927599);;;;;;
3014.0;NietWonen;9.4;2000.0;4.934.821;52.365.696;POINT(52.365696,4.934821);;;;;;
3015.0;Wonen;8.0;2000.0;4.805.448;52.344.165;POINT(52.344165,4.805448);;;;;;
3016.0;Wonen;9.4;2000.0;4.807.206;52.351.067;POINT(52.351067,4.807206);;;;;;
3017.0;Wonen;24.0;6000.0;4.859.902;52.370.497;POINT(52.370497,4.859902);;;;;;
3018.0;Wonen;9.4;2000.0;4.916.745;5.238.945;POINT(52.38945,4.916745);;;;;;
3019.0;NietWonen;12.0;3000.0;4.849.788;52.380.837;POINT(52.380837,4.849788);;;;;;
3020.0;Wonen;9.4;2000.0;4.895.468;5.241.097;POINT(52.41097,4.895468);;;;;;
3021.0;Wonen;9.4;2000.0;4.985.786;52.363.788;POINT(52.363788,4.985786);;;;;;
3022.0;NietWonen;3.0;1000.0;4.857.418;52.375.933;POINT(52.375933,4.857418);;;;;;
3023.0;Wonen;6.0;1000.0;4.865.359;52.367.059;POINT(52.367059,4.865359);;;;;;
3024.0;Wonen;9.4;2000.0;4.919.665;52.402.081;POINT(52.402081,4.919665);;;;;;
3025.0;Wonen;9.0;2000.0;4.930.017;52.361.839;POINT(52.361839,4.930017);;;;;;
3026.0;Wonen;9.4;2000.0;4.840.926;52.363.366;POINT(52.363366,4.840926);;;;;;
3027.0;NietWonen;42.0;10000.0;4.836.998;52.365.732;POINT(52.365732,4.836998);;;;;;
3028.0;Wonen;9.4;2000.0;4.946.596;52.374.241;POINT(52.374241,4.946596);;;;;;
3029.0;NietWonen;17.0;4000.0;4.864.425;52.383.628;POINT(52.383628,4.864425);;;;;;
3030.0;Wonen;9.4;2000.0;4.875.794;52.346.282;POINT(52.346282,4.875794);;;;;;
3031.0;Wonen;9.4;2000.0;4.954.286;52.389.793;POINT(52.389793,4.954286);;;;;;
3032.0;Wonen;9.4;2000.0;4.998.655;52.298.536;POINT(52.298536,4.998655);;;;;;
3033.0;Wonen;16.0;4000.0;4.884.734;52.350.859;POINT(52.350859,4.884734);;;;;;
3034.0;Wonen;9.4;2000.0;4.953.153;52.400.039;POINT(52.400039,4.953153);;;;;;
3035.0;NietWonen;94.0;24000.0;4.984.497;52.296.844;POINT(52.296844,4.984497);;;;;;
3036.0;Wonen;20.0;5000.0;4.831.238;5.235.084;POINT(52.35084,4.831238);;;;;;
3037.0;Wonen;9.4;2000.0;499.417;52.299.416;POINT(52.299416,4.99417);;;;;;
3038.0;NietWonen;138.0;35000.0;4.883.718;52.388.112;POINT(52.388112,4.883718);;;;;;
3039.0;NietWonen;6.0;1000.0;4.864.491;52.383.447;POINT(52.383447,4.864491);;;;;;
3040.0;Wonen;9.4;2000.0;4.781.691;52.347.104;POINT(52.347104,4.781691);;;;;;
3041.0;Wonen;14.0;3000.0;4.945.522;52.320.548;POINT(52.320548,4.945522);;;;;;
3042.0;Wonen;9.4;2000.0;490.148;52.409.548;POINT(52.409548,4.90148);;;;;;
3043.0;Wonen;9.4;2000.0;4.780.582;52.357.565;POINT(52.357565,4.780582);;;;;;
3044.0;Wonen;14.0;3000.0;489.349;52.419.842;POINT(52.419842,4.89349);;;;;;
3045.0;Wonen;9.4;2000.0;487.144;52.342.608;POINT(52.342608,4.87144);;;;;;
3046.0;Wonen;9.4;2000.0;4.979.346;52.326.438;POINT(52.326438,4.979346);;;;;;
3047.0;Wonen;9.4;2000.0;4.936.878;52.373.029;POINT(52.373029,4.936878);;;;;;
3048.0;Wonen;9.4;2000.0;4.966.508;52.301.759;POINT(52.301759,4.966508);;;;;;
3049.0;Wonen;9.4;2000.0;4.824.158;52.342.686;POINT(52.342686,4.824158);;;;;;
3050.0;NietWonen;39.0;10000.0;4.911.743;52.407.603;POINT(52.407603,4.911743);;;;;;
3051.0;Wonen;9.4;2000.0;4.993.628;52.360.169;POINT(52.360169,4.993628);;;;;;
3052.0;Wonen;9.4;2000.0;495.785;52.387.908;POINT(52.387908,4.95785);;;;;;
3053.0;Wonen;12.0;3000.0;4.862.925;52.325.525;POINT(52.325525,4.862925);;;;;;
3054.0;Wonen;9.4;2000.0;4.827.036;52.382.768;POINT(52.382768,4.827036);;;;;;
3055.0;NietWonen;28.0;7000.0;4.849.899;52.397.739;POINT(52.397739,4.849899);;;;;;
3056.0;Wonen;9.4;2000.0;4.985.355;52.324.557;POINT(52.324557,4.985355);;;;;;
3057.0;Wonen;9.4;2000.0;4.828.238;52.353.736;POINT(52.353736,4.828238);;;;;;
3058.0;Wonen;9.4;2000.0;4.813.557;52.347.358;POINT(52.347358,4.813557);;;;;;
3059.0;Wonen;9.4;2000.0;4.903.222;52.410.092;POINT(52.410092,4.903222);;;;;;
3060.0;Wonen;9.4;2000.0;4.809.403;52.342.798;POINT(52.342798,4.809403);;;;;;
3061.0;Wonen;9.4;2000.0;4.867.633;52.324.179;POINT(52.324179,4.867633);;;;;;
3062.0;Wonen;9.4;2000.0;4.928.356;52.408.393;POINT(52.408393,4.928356);;;;;;
3063.0;Wonen;9.4;2000.0;4.794.942;52.379.551;POINT(52.379551,4.794942);;;;;;
3064.0;Wonen;9.4;2000.0;4.777.728;52.353.019;POINT(52.353019,4.777728);;;;;;
3065.0;Wonen;9.4;2000.0;4.994.121;52.300.965;POINT(52.300965,4.994121);;;;;;
3066.0;Wonen;9.4;2000.0;4.784.681;52.346.609;POINT(52.346609,4.784681);;;;;;
3067.0;NietWonen;24.0;6000.0;4.800.039;5.238.153;POINT(52.38153,4.800039);;;;;;
3068.0;Wonen;9.4;2000.0;4.820.312;52.349.723;POINT(52.349723,4.820312);;;;;;
3069.0;Wonen;9.4;2000.0;4.794.355;52.374.105;POINT(52.374105,4.794355);;;;;;
3070.0;Wonen;9.4;2000.0;4.823.753;52.342.914;POINT(52.342914,4.823753);;;;;;
3071.0;NietWonen;81.0;20000.0;4.865.534;52.364.542;POINT(52.364542,4.865534);;;;;;
3072.0;Wonen;10.0;2000.0;4.991.155;52.356.285;POINT(52.356285,4.991155);;;;;;
3073.0;Wonen;9.4;2000.0;481.518;52.348.963;POINT(52.348963,4.81518);;;;;;
3074.0;Wonen;9.4;2000.0;4.825.216;52.361.307;POINT(52.361307,4.825216);;;;;;
3075.0;Wonen;9.4;2000.0;4.860.994;52.325.058;POINT(52.325058,4.860994);;;;;;
3076.0;Wonen;9.4;2000.0;4.874.417;52.323.653;POINT(52.323653,4.874417);;;;;;
3077.0;Wonen;19.0;5000.0;4.801.485;52.381.555;POINT(52.381555,4.801485);;;;;;
3078.0;Wonen;9.4;2000.0;4.813.447;52.344.504;POINT(52.344504,4.813447);;;;;;
3079.0;Wonen;9.4;2000.0;4.948.446;52.374.314;POINT(52.374314,4.948446);;;;;;
3080.0;NietWonen;9.4;2000.0;4.794.461;52.351.997;POINT(52.351997,4.794461);;;;;;
3081.0;Wonen;24.0;6000.0;4.801.281;5.238.088;POINT(52.38088,4.801281);;;;;;
3082.0;Wonen;4.0;1000.0;4.850.708;52.350.513;POINT(52.350513,4.850708);;;;;;
3083.0;Wonen;9.4;2000.0;498.071;52.296.628;POINT(52.296628,4.98071);;;;;;
3084.0;Wonen;9.4;2000.0;4.819.819;5.234.674;POINT(52.34674,4.819819);;;;;;
3085.0;Wonen;9.4;2000.0;4.791.159;52.344.475;POINT(52.344475,4.791159);;;;;;
3086.0;Wonen;9.4;2000.0;4.951.671;52.372.405;POINT(52.372405,4.951671);;;;;;
3087.0;Wonen;9.4;2000.0;4.861.579;52.353.401;POINT(52.353401,4.861579);;;;;;
3088.0;Wonen;9.4;2000.0;4.949.476;52.346.383;POINT(52.346383,4.949476);;;;;;
3089.0;Wonen;9.4;2000.0;493.869;52.352.734;POINT(52.352734,4.93869);;;;;;
3090.0;Wonen;9.4;2000.0;4.760.069;5.238.179;POINT(52.38179,4.760069);;;;;;
3091.0;Wonen;9.4;2000.0;4.964.495;52.323.342;POINT(52.323342,4.964495);;;;;;
3092.0;Wonen;9.4;2000.0;4.954.586;52.398.829;POINT(52.398829,4.954586);;;;;;
3093.0;Wonen;9.4;2000.0;492.484;52.347.551;POINT(52.347551,4.92484);;;;;;
3094.0;Wonen;4.0;1000.0;494.228;52.364.569;POINT(52.364569,4.94228);;;;;;
3095.0;Wonen;9.4;2000.0;4.804.466;52.351.617;POINT(52.351617,4.804466);;;;;;
3096.0;Wonen;9.4;2000.0;4.820.281;52.344.006;POINT(52.344006,4.820281);;;;;;
3097.0;Wonen;7.0;2000.0;4.856.566;52.383.887;POINT(52.383887,4.856566);;;;;;
3098.0;Wonen;9.4;2000.0;4.946.142;52.317.067;POINT(52.317067,4.946142);;;;;;
3099.0;NietWonen;81.0;20000.0;4.900.408;523.436;POINT(52.3436,4.900408);;;;;;
3100.0;NietWonen;12.0;3000.0;4.849.782;52.380.954;POINT(52.380954,4.849782);;;;;;
3101.0;NietWonen;9.4;2000.0;4.805.987;52.344.561;POINT(52.344561,4.805987);;;;;;
3102.0;Wonen;9.4;2000.0;498.052;52.322.771;POINT(52.322771,4.98052);;;;;;
3103.0;Wonen;9.4;2000.0;4.964.001;52.384.796;POINT(52.384796,4.964001);;;;;;
3104.0;Wonen;9.4;2000.0;4.931.558;5.240.899;POINT(52.40899,4.931558);;;;;;
3105.0;NietWonen;48.0;12000.0;4.832.951;5.235.033;POINT(52.35033,4.832951);;;;;;
3106.0;Wonen;9.4;2000.0;4.955.336;52.398.875;POINT(52.398875,4.955336);;;;;;
3107.0;Wonen;9.4;2000.0;4.832.059;52.368.393;POINT(52.368393,4.832059);;;;;;
3108.0;Wonen;9.4;2000.0;4.865.312;52.323.731;POINT(52.323731,4.865312);;;;;;
3109.0;Wonen;25.0;6000.0;4.881.224;52.352.071;POINT(52.352071,4.881224);;;;;;
3110.0;Wonen;9.4;2000.0;4.803.614;52.383.625;POINT(52.383625,4.803614);;;;;;
3111.0;Wonen;10.0;3000.0;493.558;52.353.661;POINT(52.353661,4.93558);;;;;;
3112.0;Wonen;9.4;2000.0;4.778.375;52.353.052;POINT(52.353052,4.778375);;;;;;
3113.0;Wonen;9.4;2000.0;4.883.914;5.241.276;POINT(52.41276,4.883914);;;;;;
3114.0;Wonen;9.4;2000.0;4.811.315;52.353.394;POINT(52.353394,4.811315);;;;;;
3115.0;Wonen;9.4;2000.0;4.829.852;52.367.706;POINT(52.367706,4.829852);;;;;;
3116.0;Wonen;9.4;2000.0;4.899.815;52.423.091;POINT(52.423091,4.899815);;;;;;
3117.0;Wonen;32.0;8000.0;4.881.466;52.351.753;POINT(52.351753,4.881466);;;;;;
3118.0;Wonen;9.4;2000.0;4.823.922;52.362.992;POINT(52.362992,4.823922);;;;;;
3119.0;Wonen;22.0;6000.0;4.880.743;52.352.735;POINT(52.352735,4.880743);;;;;;
3120.0;Wonen;4.0;1000.0;4.851.623;52.357.084;POINT(52.357084,4.851623);;;;;;
3121.0;Wonen;9.4;2000.0;4.987.078;52.321.513;POINT(52.321513,4.987078);;;;;;
3122.0;Wonen;9.4;2000.0;4.967.438;52.303.806;POINT(52.303806,4.967438);;;;;;
3123.0;Wonen;9.4;2000.0;4.895.226;5.240.564;POINT(52.40564,4.895226);;;;;;
3124.0;Wonen;9.4;2000.0;4.964.352;5.232.393;POINT(52.32393,4.964352);;;;;;
3125.0;Wonen;9.4;2000.0;4.940.958;52.370.671;POINT(52.370671,4.940958);;;;;;
3126.0;Wonen;9.4;2000.0;4.905.287;52.416.842;POINT(52.416842,4.905287);;;;;;
3127.0;Wonen;9.4;2000.0;4.928.681;52.407.962;POINT(52.407962,4.928681);;;;;;
3128.0;Wonen;12.0;3000.0;4.862.579;52.352.618;POINT(52.352618,4.862579);;;;;;
3129.0;Wonen;22.0;6000.0;4.881.695;52.352.233;POINT(52.352233,4.881695);;;;;;
3130.0;Wonen;27.0;7000.0;4.927.329;52.358.829;POINT(52.358829,4.927329);;;;;;
3131.0;Wonen;9.0;2000.0;4.784.048;5.235.463;POINT(52.35463,4.784048);;;;;;
3132.0;Wonen;9.0;2000.0;4.873.826;52.384.791;POINT(52.384791,4.873826);;;;;;
3133.0;Wonen;9.4;2000.0;4.785.058;52.348.118;POINT(52.348118,4.785058);;;;;;
3134.0;Wonen;9.4;2000.0;481.191;52.353.318;POINT(52.353318,4.81191);;;;;;
3135.0;NietWonen;20.0;5000.0;4.849.233;52.381.294;POINT(52.381294,4.849233);;;;;;
3136.0;NietWonen;110.0;27000.0;4.805.384;52.416.892;POINT(52.416892,4.805384);;;;;;
3137.0;Wonen;9.4;2000.0;4.772.262;5.235.055;POINT(52.35055,4.772262);;;;;;
3138.0;Wonen;9.4;2000.0;4.780.385;52.357.931;POINT(52.357931,4.780385);;;;;;
3139.0;Wonen;6.0;1000.0;4.851.348;52.365.946;POINT(52.365946,4.851348);;;;;;
3140.0;Wonen;22.0;6000.0;4.881.051;52.351.937;POINT(52.351937,4.881051);;;;;;
3141.0;Wonen;9.4;2000.0;4.912.914;5.235.059;POINT(52.35059,4.912914);;;;;;
3142.0;Wonen;9.4;2000.0;4.799.689;52.342.123;POINT(52.342123,4.799689);;;;;;
3143.0;Wonen;14.0;4000.0;487.953;52.352.108;POINT(52.352108,4.87953);;;;;;
3144.0;Wonen;9.4;2000.0;4.837.307;52.381.681;POINT(52.381681,4.837307);;;;;;
3145.0;Wonen;9.4;2000.0;4.893.181;52.409.464;POINT(52.409464,4.893181);;;;;;
3146.0;Wonen;9.4;2000.0;478.375;52.346.665;POINT(52.346665,4.78375);;;;;;
3147.0;Wonen;9.4;2000.0;4.826.282;52.361.393;POINT(52.361393,4.826282);;;;;;
3148.0;NietWonen;52.0;13000.0;4.910.828;52.407.283;POINT(52.407283,4.910828);;;;;;
3149.0;Wonen;9.4;2000.0;4.969.559;52.298.868;POINT(52.298868,4.969559);;;;;;
3150.0;Wonen;9.4;2000.0;4.802.177;52.346.299;POINT(52.346299,4.802177);;;;;;
3151.0;Wonen;9.4;2000.0;4.796.318;52.379.528;POINT(52.379528,4.796318);;;;;;
3152.0;NietWonen;14.0;4000.0;4.941.505;52.321.864;POINT(52.321864,4.941505);;;;;;
3153.0;NietWonen;6.0;1000.0;4.923.884;52.355.718;POINT(52.355718,4.923884);;;;;;
3154.0;Wonen;7.0;2000.0;4.800.793;52.380.802;POINT(52.380802,4.800793);;;;;;
3155.0;NietWonen;23.0;6000.0;4.763.894;52.395.212;POINT(52.395212,4.763894);;;;;;
3156.0;NietWonen;8.0;2000.0;481.757;52.347.368;POINT(52.347368,4.81757);;;;;;
3157.0;Wonen;9.4;2000.0;4.837.111;52.381.218;POINT(52.381218,4.837111);;;;;;
3158.0;Wonen;9.4;2000.0;4.923.089;52.407.112;POINT(52.407112,4.923089);;;;;;
3159.0;Wonen;9.4;2000.0;4.801.293;52.346.331;POINT(52.346331,4.801293);;;;;;
3160.0;Wonen;9.4;2000.0;4.826.212;52.382.529;POINT(52.382529,4.826212);;;;;;
3161.0;Wonen;9.4;2000.0;4.987.592;52.321.644;POINT(52.321644,4.987592);;;;;;
3162.0;Wonen;9.4;2000.0;4.991.571;52.296.699;POINT(52.296699,4.991571);;;;;;
3163.0;NietWonen;9.4;2000.0;4.948.813;5.237.366;POINT(52.37366,4.948813);;;;;;
3164.0;Wonen;9.4;2000.0;4.981.043;52.359.387;POINT(52.359387,4.981043);;;;;;
3165.0;NietWonen;9.4;2000.0;4.797.462;52.352.603;POINT(52.352603,4.797462);;;;;;
3166.0;Wonen;6.0;1000.0;4.827.537;52.365.443;POINT(52.365443,4.827537);;;;;;
3167.0;NietWonen;74.0;18000.0;4.994.092;52.392.294;POINT(52.392294,4.994092);;;;;;
