OBJECTNUMMER;Functie;Gedetecteerde_panelen;Vermogen(kwh);LNG;LAT;geometry;subject;region_name;regio_type;region_code;lon;lat
1414.0;Wonen;9.4;2000.0;4.929.161;52.407.706;POINT(52.407706,4.929161);;;;;;
1415.0;Wonen;9.4;2000.0;4.993.372;52.353.136;POINT(52.353136,4.993372);;;;;;
1416.0;Wonen;9.4;2000.0;4.877.887;52.418.376;POINT(52.418376,4.877887);;;;;;
1417.0;Wonen;9.4;2000.0;4.866.427;52.331.002;POINT(52.331002,4.866427);;;;;;
1418.0;Wonen;9.4;2000.0;4.878.165;5.234.631;POINT(52.34631,4.878165);;;;;;
1419.0;NietWonen;11.0;3000.0;4.907.124;52.399.782;POINT(52.399782,4.907124);;;;;;
1420.0;Wonen;9.4;2000.0;4.811.069;52.380.069;POINT(52.380069,4.811069);;;;;;
1421.0;Wonen;9.4;2000.0;4.864.163;52.325.058;POINT(52.325058,4.864163);;;;;;
1422.0;NietWonen;9.4;2000.0;4.941.578;52.371.496;POINT(52.371496,4.941578);;;;;;
1423.0;Wonen;9.4;2000.0;4.974.843;52.289.301;POINT(52.289301,4.974843);;;;;;
1424.0;NietWonen;42.0;10000.0;4.837.578;52.365.738;POINT(52.365738,4.837578);;;;;;
1425.0;Wonen;9.4;2000.0;4.946.754;52.374.576;POINT(52.374576,4.946754);;;;;;
1426.0;Wonen;9.4;2000.0;4.770.589;52.350.953;POINT(52.350953,4.770589);;;;;;
1427.0;Wonen;9.4;2000.0;4.824.738;52.361.479;POINT(52.361479,4.824738);;;;;;
1428.0;NietWonen;120.0;29000.0;4.871.782;5.233.148;POINT(52.33148,4.871782);;;;;;
1429.0;Wonen;9.4;2000.0;4.980.599;52.320.159;POINT(52.320159,4.980599);;;;;;
1430.0;Wonen;9.4;2000.0;4.882.892;52.414.856;POINT(52.414856,4.882892);;;;;;
1431.0;Wonen;13.0;3000.0;4.862.899;52.369.635;POINT(52.369635,4.862899);;;;;;
1432.0;Wonen;9.4;2000.0;4.964.351;52.384.292;POINT(52.384292,4.964351);;;;;;
1433.0;NietWonen;23.0;6000.0;4.798.625;52.380.835;POINT(52.380835,4.798625);;;;;;
1434.0;NietWonen;28.0;7000.0;4.764.076;52.395.628;POINT(52.395628,4.764076);;;;;;
1435.0;Wonen;9.4;2000.0;4.791.855;52.344.901;POINT(52.344901,4.791855);;;;;;
1436.0;Wonen;9.4;2000.0;4.896.996;52.417.049;POINT(52.417049,4.896996);;;;;;
1437.0;Wonen;9.4;2000.0;4.985.266;52.321.095;POINT(52.321095,4.985266);;;;;;
1438.0;Wonen;64.0;16000.0;4.868.698;52.385.078;POINT(52.385078,4.868698);;;;;;
1439.0;Wonen;9.4;2000.0;4.997.777;5.230.094;POINT(52.30094,4.997777);;;;;;
1440.0;Wonen;9.4;2000.0;4.993.836;52.297.398;POINT(52.297398,4.993836);;;;;;
1441.0;Wonen;9.4;2000.0;4.943.239;52.372.972;POINT(52.372972,4.943239);;;;;;
1442.0;Wonen;9.4;2000.0;4.810.325;52.343.036;POINT(52.343036,4.810325);;;;;;
1443.0;Wonen;17.0;4000.0;4.830.004;52.368.261;POINT(52.368261,4.830004);;;;;;
1444.0;Wonen;9.4;2000.0;4.782.036;52.347.424;POINT(52.347424,4.782036);;;;;;
1445.0;Wonen;24.0;6000.0;4.881.774;52.351.776;POINT(52.351776,4.881774);;;;;;
1446.0;Wonen;9.4;2000.0;4.774.865;52.351.333;POINT(52.351333,4.774865);;;;;;
1447.0;Wonen;9.4;2000.0;481.375;5.235.235;POINT(52.35235,4.81375);;;;;;
1448.0;NietWonen;6.0;2000.0;4.861.866;52.346.769;POINT(52.346769,4.861866);;;;;;
1449.0;Wonen;9.4;2000.0;4.821.165;5.235.208;POINT(52.35208,4.821165);;;;;;
1450.0;Wonen;9.4;2000.0;4.881.552;52.416.351;POINT(52.416351,4.881552);;;;;;
1451.0;Wonen;9.4;2000.0;4.897.432;52.418.246;POINT(52.418246,4.897432);;;;;;
1452.0;NietWonen;24.0;6000.0;4.798.798;5.238.218;POINT(52.38218,4.798798);;;;;;
1453.0;Wonen;9.4;2000.0;4.861.428;52.331.277;POINT(52.331277,4.861428);;;;;;
1454.0;Wonen;9.4;2000.0;4.901.365;52.419.719;POINT(52.419719,4.901365);;;;;;
1455.0;Wonen;9.4;2000.0;4.976.433;52.291.329;POINT(52.291329,4.976433);;;;;;
1456.0;Wonen;9.4;2000.0;4.808.902;52.348.417;POINT(52.348417,4.808902);;;;;;
1457.0;Wonen;9.4;2000.0;4.980.946;52.322.305;POINT(52.322305,4.980946);;;;;;
1458.0;Wonen;9.4;2000.0;4.914.776;52.405.803;POINT(52.405803,4.914776);;;;;;
1459.0;Wonen;5.0;1000.0;4.857.695;52.360.636;POINT(52.360636,4.857695);;;;;;
1460.0;Wonen;12.0;3000.0;4.846.224;52.351.264;POINT(52.351264,4.846224);;;;;;
1461.0;NietWonen;99.0;24000.0;497.506;52.297.368;POINT(52.297368,4.97506);;;;;;
1462.0;Wonen;9.4;2000.0;4.979.036;52.361.963;POINT(52.361963,4.979036);;;;;;
1463.0;NietWonen;189.0;46000.0;487.464;5.233.094;POINT(52.33094,4.87464);;;;;;
1464.0;NietWonen;15.0;4000.0;4.799.064;52.381.513;POINT(52.381513,4.799064);;;;;;
1465.0;Wonen;9.4;2000.0;482.592;52.343.469;POINT(52.343469,4.82592);;;;;;
1466.0;Wonen;9.4;2000.0;4.932.027;52.408.081;POINT(52.408081,4.932027);;;;;;
1467.0;Wonen;9.4;2000.0;4.945.963;52.401.927;POINT(52.401927,4.945963);;;;;;
1468.0;Wonen;16.0;4000.0;4.866.248;52.353.048;POINT(52.353048,4.866248);;;;;;
1469.0;Wonen;9.4;2000.0;4.984.927;5.232.563;POINT(52.32563,4.984927);;;;;;
1470.0;Wonen;9.4;2000.0;4.804.656;52.342.362;POINT(52.342362,4.804656);;;;;;
1471.0;Wonen;3.0;1000.0;4.994.948;52.295.751;POINT(52.295751,4.994948);;;;;;
1472.0;Wonen;12.0;3000.0;4.862.808;52.369.521;POINT(52.369521,4.862808);;;;;;
1473.0;Wonen;9.4;2000.0;4.948.878;52.386.627;POINT(52.386627,4.948878);;;;;;
1474.0;Wonen;9.4;2000.0;4.913.645;52.399.446;POINT(52.399446,4.913645);;;;;;
1475.0;Wonen;9.4;2000.0;4.796.608;52.379.095;POINT(52.379095,4.796608);;;;;;
1476.0;NietWonen;20.0;5000.0;4.849.769;52.381.188;POINT(52.381188,4.849769);;;;;;
1477.0;Wonen;4.0;1000.0;4.807.298;52.343.412;POINT(52.343412,4.807298);;;;;;
1478.0;Wonen;9.4;2000.0;4.897.758;52.421.248;POINT(52.421248,4.897758);;;;;;
1479.0;Wonen;9.4;2000.0;4.996.827;52.351.123;POINT(52.351123,4.996827);;;;;;
1480.0;NietWonen;21.0;5000.0;4.975.191;52.361.675;POINT(52.361675,4.975191);;;;;;
1481.0;Wonen;12.0;3000.0;493.649;52.353.305;POINT(52.353305,4.93649);;;;;;
1482.0;Wonen;9.4;2000.0;4.923.051;5.240.706;POINT(52.40706,4.923051);;;;;;
1483.0;NietWonen;8.0;2000.0;4.861.887;52.346.055;POINT(52.346055,4.861887);;;;;;
1484.0;NietWonen;19.0;5000.0;4.799.034;52.382.184;POINT(52.382184,4.799034);;;;;;
1485.0;Wonen;12.0;3000.0;4.966.023;5.230.477;POINT(52.30477,4.966023);;;;;;
1486.0;Wonen;9.4;2000.0;4.857.208;52.323.352;POINT(52.323352,4.857208);;;;;;
1487.0;Wonen;9.4;2000.0;4.983.655;52.326.348;POINT(52.326348,4.983655);;;;;;
1488.0;Wonen;9.4;2000.0;4.831.111;52.366.643;POINT(52.366643,4.831111);;;;;;
1489.0;Wonen;9.4;2000.0;4.831.934;52.367.825;POINT(52.367825,4.831934);;;;;;
1490.0;Wonen;9.4;2000.0;4.979.846;52.326.544;POINT(52.326544,4.979846);;;;;;
1491.0;Wonen;23.0;6000.0;4.828.225;52.365.019;POINT(52.365019,4.828225);;;;;;
1492.0;Wonen;9.4;2000.0;4.824.438;52.361.979;POINT(52.361979,4.824438);;;;;;
1493.0;Wonen;9.4;2000.0;4.979.032;52.291.887;POINT(52.291887,4.979032);;;;;;
1494.0;Wonen;9.4;2000.0;4.964.987;52.324.372;POINT(52.324372,4.964987);;;;;;
1495.0;Wonen;9.4;2000.0;4.982.862;52.326.409;POINT(52.326409,4.982862);;;;;;
1496.0;Wonen;9.4;2000.0;4.884.122;52.422.542;POINT(52.422542,4.884122);;;;;;
1497.0;Wonen;9.4;2000.0;4.983.929;52.324.549;POINT(52.324549,4.983929);;;;;;
1498.0;Wonen;9.4;2000.0;4.802.791;52.352.311;POINT(52.352311,4.802791);;;;;;
1499.0;Wonen;9.4;2000.0;4.892.897;5.242.296;POINT(52.42296,4.892897);;;;;;
1500.0;Wonen;9.4;2000.0;4.773.013;52.351.835;POINT(52.351835,4.773013);;;;;;
1501.0;Wonen;9.4;2000.0;4.920.916;52.385.637;POINT(52.385637,4.920916);;;;;;
1502.0;Wonen;9.4;2000.0;4.940.048;5.235.354;POINT(52.35354,4.940048);;;;;;
1503.0;Wonen;19.0;5000.0;4.800.306;52.380.863;POINT(52.380863,4.800306);;;;;;
1504.0;Wonen;3.0;1000.0;4.941.232;52.358.708;POINT(52.358708,4.941232);;;;;;
1505.0;Wonen;9.4;2000.0;4.902.051;52.422.165;POINT(52.422165,4.902051);;;;;;
1506.0;Wonen;6.0;2000.0;4.969.805;52.315.804;POINT(52.315804,4.969805);;;;;;
1507.0;Wonen;9.4;2000.0;4.924.255;52.407.867;POINT(52.407867,4.924255);;;;;;
1508.0;Wonen;9.4;2000.0;4.821.356;52.352.928;POINT(52.352928,4.821356);;;;;;
1509.0;Wonen;9.4;2000.0;4.990.028;52.300.804;POINT(52.300804,4.990028);;;;;;
1510.0;Wonen;9.4;2000.0;496.785;52.305.427;POINT(52.305427,4.96785);;;;;;
1511.0;Wonen;9.4;2000.0;4.920.517;52.402.077;POINT(52.402077,4.920517);;;;;;
1512.0;NietWonen;99.0;24000.0;4.931.568;52.339.312;POINT(52.339312,4.931568);;;;;;
1513.0;NietWonen;37.0;9000.0;482.986;52.380.541;POINT(52.380541,4.82986);;;;;;
1514.0;Wonen;9.4;2000.0;4.980.379;52.328.458;POINT(52.328458,4.980379);;;;;;
1515.0;Wonen;16.0;4000.0;493.201;52.362.758;POINT(52.362758,4.93201);;;;;;
1516.0;NietWonen;28.0;7000.0;4.852.845;52.397.992;POINT(52.397992,4.852845);;;;;;
1517.0;Wonen;9.4;2000.0;4.919.239;52.402.083;POINT(52.402083,4.919239);;;;;;
1518.0;Wonen;9.4;2000.0;4.823.468;52.352.089;POINT(52.352089,4.823468);;;;;;
1519.0;NietWonen;42.0;10000.0;4.911.165;52.406.141;POINT(52.406141,4.911165);;;;;;
1520.0;NietWonen;131.0;32000.0;487.528;52.331.276;POINT(52.331276,4.87528);;;;;;
1521.0;Wonen;8.0;2000.0;487.463;52.379.517;POINT(52.379517,4.87463);;;;;;
1522.0;Wonen;34.0;8000.0;4.954.478;52.366.348;POINT(52.366348,4.954478);;;;;;
1523.0;NietWonen;4.0;1000.0;4.908.238;52.381.925;POINT(52.381925,4.908238);;;;;;
1524.0;Wonen;6.0;1000.0;4.840.201;52.362.329;POINT(52.362329,4.840201);;;;;;
1525.0;Wonen;15.0;4000.0;5.001.713;52.349.571;POINT(52.349571,5.001713);;;;;;
1526.0;Wonen;9.4;2000.0;4.898.676;52.339.188;POINT(52.339188,4.898676);;;;;;
1527.0;Wonen;9.4;2000.0;498.171;52.326.166;POINT(52.326166,4.98171);;;;;;
1528.0;Wonen;9.4;2000.0;4.789.494;52.349.074;POINT(52.349074,4.789494);;;;;;
1529.0;Wonen;16.0;4000.0;4.884.809;52.350.993;POINT(52.350993,4.884809);;;;;;
1530.0;Wonen;9.4;2000.0;4.815.143;52.344.827;POINT(52.344827,4.815143);;;;;;
1531.0;Wonen;76.0;19000.0;4.921.682;52.347.757;POINT(52.347757,4.921682);;;;;;
1532.0;NietWonen;8.0;2000.0;4.875.609;5.234.664;POINT(52.34664,4.875609);;;;;;
1533.0;Wonen;13.0;3000.0;4.782.799;52.353.353;POINT(52.353353,4.782799);;;;;;
1534.0;Wonen;9.4;2000.0;4.994.943;52.293.231;POINT(52.293231,4.994943);;;;;;
1535.0;Wonen;14.0;3000.0;4.804.417;5.234.322;POINT(52.34322,4.804417);;;;;;
1536.0;Wonen;3.0;1000.0;4.925.008;52.359.147;POINT(52.359147,4.925008);;;;;;
1537.0;Wonen;7.0;2000.0;4.873.683;5.237.024;POINT(52.37024,4.873683);;;;;;
1538.0;Wonen;54.0;13000.0;4.869.682;52.383.296;POINT(52.383296,4.869682);;;;;;
1539.0;Wonen;9.4;2000.0;4.972.079;52.294.631;POINT(52.294631,4.972079);;;;;;
1540.0;Wonen;9.4;2000.0;4.820.155;52.375.118;POINT(52.375118,4.820155);;;;;;
1541.0;Wonen;9.4;2000.0;4.812.481;52.350.227;POINT(52.350227,4.812481);;;;;;
1542.0;Wonen;9.4;2000.0;4.920.683;52.402.813;POINT(52.402813,4.920683);;;;;;
1543.0;Wonen;6.0;1000.0;4.940.016;5.235.162;POINT(52.35162,4.940016);;;;;;
1544.0;NietWonen;29.0;7000.0;4.933.166;52.401.079;POINT(52.401079,4.933166);;;;;;
1545.0;Wonen;9.4;2000.0;4.789.628;52.349.222;POINT(52.349222,4.789628);;;;;;
1546.0;Wonen;9.4;2000.0;4.949.198;52.387.187;POINT(52.387187,4.949198);;;;;;
1547.0;Wonen;9.4;2000.0;4.772.398;52.350.258;POINT(52.350258,4.772398);;;;;;
1548.0;Wonen;9.4;2000.0;4.779.431;52.349.615;POINT(52.349615,4.779431);;;;;;
1549.0;Wonen;9.4;2000.0;494.839;52.343.702;POINT(52.343702,4.94839);;;;;;
1550.0;Wonen;9.4;2000.0;4.826.109;52.344.192;POINT(52.344192,4.826109);;;;;;
1551.0;Wonen;6.0;2000.0;4.981.121;5.236.157;POINT(52.36157,4.981121);;;;;;
1552.0;Wonen;9.4;2000.0;4.860.307;52.330.584;POINT(52.330584,4.860307);;;;;;
1553.0;NietWonen;114.0;29000.0;4.948.552;52.344.686;POINT(52.344686,4.948552);;;;;;
1554.0;Wonen;9.4;2000.0;4.819.778;5.234.703;POINT(52.34703,4.819778);;;;;;
1555.0;Wonen;9.4;2000.0;4.785.516;52.346.279;POINT(52.346279,4.785516);;;;;;
1556.0;Wonen;8.0;2000.0;4.930.128;52.361.857;POINT(52.361857,4.930128);;;;;;
1557.0;Wonen;9.4;2000.0;4.787.829;52.355.077;POINT(52.355077,4.787829);;;;;;
1558.0;Wonen;9.4;2000.0;4.947.236;52.374.312;POINT(52.374312,4.947236);;;;;;
1559.0;Wonen;9.4;2000.0;4.980.471;52.296.627;POINT(52.296627,4.980471);;;;;;
1560.0;Wonen;17.0;4000.0;4.831.256;52.350.208;POINT(52.350208,4.831256);;;;;;
1561.0;Wonen;9.4;2000.0;4.984.229;52.325.648;POINT(52.325648,4.984229);;;;;;
1562.0;Wonen;9.4;2000.0;4.791.352;52.343.382;POINT(52.343382,4.791352);;;;;;
1563.0;NietWonen;42.0;10000.0;4.936.128;52.361.462;POINT(52.361462,4.936128);;;;;;
1564.0;NietWonen;60.0;15000.0;4.841.676;5.239.112;POINT(52.39112,4.841676);;;;;;
1565.0;Wonen;9.4;2000.0;4.823.349;52.361.937;POINT(52.361937,4.823349);;;;;;
1566.0;NietWonen;30.0;8000.0;4.763.893;52.395.141;POINT(52.395141,4.763893);;;;;;
1567.0;Wonen;9.4;2000.0;4.998.985;52.356.135;POINT(52.356135,4.998985);;;;;;
1568.0;Wonen;4.0;1000.0;4.851.582;52.353.777;POINT(52.353777,4.851582);;;;;;
1569.0;Wonen;9.4;2000.0;4.968.387;52.303.169;POINT(52.303169,4.968387);;;;;;
1570.0;Wonen;9.4;2000.0;4.775.206;52.349.407;POINT(52.349407,4.775206);;;;;;
1571.0;Wonen;9.4;2000.0;4.829.858;52.366.403;POINT(52.366403,4.829858);;;;;;
1572.0;Wonen;12.0;3000.0;4.856.614;52.353.234;POINT(52.353234,4.856614);;;;;;
1573.0;Wonen;9.4;2000.0;4.780.036;52.347.905;POINT(52.347905,4.780036);;;;;;
1574.0;Wonen;9.4;2000.0;4.779.202;52.349.024;POINT(52.349024,4.779202);;;;;;
1575.0;Wonen;16.0;4000.0;4.903.615;52.341.253;POINT(52.341253,4.903615);;;;;;
1576.0;Wonen;9.4;2000.0;488.684;5.234.567;POINT(52.34567,4.88684);;;;;;
1577.0;Wonen;9.4;2000.0;48.142;52.350.026;POINT(52.350026,4.8142);;;;;;
1578.0;Wonen;9.4;2000.0;4.793.914;52.345.214;POINT(52.345214,4.793914);;;;;;
1579.0;NietWonen;10.0;3000.0;4.861.857;52.346.137;POINT(52.346137,4.861857);;;;;;
1580.0;Wonen;9.4;2000.0;4.871.612;52.324.441;POINT(52.324441,4.871612);;;;;;
1581.0;Wonen;9.4;2000.0;4.813.046;52.347.608;POINT(52.347608,4.813046);;;;;;
1582.0;Wonen;3.0;1000.0;4.853.571;52.351.797;POINT(52.351797,4.853571);;;;;;
1583.0;Wonen;9.4;2000.0;4.878.314;52.323.458;POINT(52.323458,4.878314);;;;;;
1584.0;Wonen;9.4;2000.0;4.897.093;52.419.432;POINT(52.419432,4.897093);;;;;;
1585.0;Wonen;9.4;2000.0;4.963.804;52.323.965;POINT(52.323965,4.963804);;;;;;
1586.0;Wonen;9.4;2000.0;4.897.744;5.242.132;POINT(52.42132,4.897744);;;;;;
1587.0;Wonen;9.4;2000.0;48.653;52.326.787;POINT(52.326787,4.8653);;;;;;
1588.0;Wonen;9.4;2000.0;4.924.466;52.343.151;POINT(52.343151,4.924466);;;;;;
1589.0;Wonen;4.0;1000.0;4.852.231;5.236.241;POINT(52.36241,4.852231);;;;;;
1590.0;Wonen;55.0;14000.0;4.953.885;52.366.347;POINT(52.366347,4.953885);;;;;;
1591.0;Wonen;9.4;2000.0;5.005.117;52.347.491;POINT(52.347491,5.005117);;;;;;
1592.0;NietWonen;193.0;49000.0;4.878.275;52.329.977;POINT(52.329977,4.878275);;;;;;
1593.0;Wonen;12.0;3000.0;4.809.714;52.342.588;POINT(52.342588,4.809714);;;;;;
1594.0;Wonen;21.0;5000.0;4.902.383;52.344.377;POINT(52.344377,4.902383);;;;;;
1595.0;NietWonen;72.0;18000.0;4.891.926;52.419.828;POINT(52.419828,4.891926);;;;;;
1596.0;Wonen;9.4;2000.0;4.976.963;52.289.486;POINT(52.289486,4.976963);;;;;;
1597.0;Wonen;40.0;10000.0;4.949.735;52.372.474;POINT(52.372474,4.949735);;;;;;
1598.0;Wonen;9.4;2000.0;4.948.556;52.386.647;POINT(52.386647,4.948556);;;;;;
1599.0;Wonen;9.4;2000.0;4.948.355;52.386.948;POINT(52.386948,4.948355);;;;;;
1600.0;NietWonen;175.0;44000.0;4.977.135;52.294.343;POINT(52.294343,4.977135);;;;;;
1601.0;Wonen;9.4;2000.0;4.896.177;52.338.433;POINT(52.338433,4.896177);;;;;;
1602.0;Wonen;9.4;2000.0;4.994.816;52.391.143;POINT(52.391143,4.994816);;;;;;
1603.0;NietWonen;187.0;46000.0;4.806.019;52.353.834;POINT(52.353834,4.806019);;;;;;
1604.0;Wonen;9.4;2000.0;4.814.032;5.235.292;POINT(52.35292,4.814032);;;;;;
1605.0;NietWonen;9.4;2000.0;480.844;52.373.409;POINT(52.373409,4.80844);;;;;;
1606.0;NietWonen;31.0;8000.0;4.944.645;5.230.007;POINT(52.30007,4.944645);;;;;;
1607.0;NietWonen;8.0;2000.0;4.857.322;5.238.036;POINT(52.38036,4.857322);;;;;;
1608.0;Wonen;9.4;2000.0;4.861.555;52.324.626;POINT(52.324626,4.861555);;;;;;
1609.0;Wonen;9.4;2000.0;4.983.252;52.362.739;POINT(52.362739,4.983252);;;;;;
1610.0;Wonen;9.4;2000.0;4.788.304;52.353.293;POINT(52.353293,4.788304);;;;;;
1611.0;Wonen;9.4;2000.0;4.919.116;52.402.414;POINT(52.402414,4.919116);;;;;;
1612.0;Wonen;9.4;2000.0;4.786.654;52.345.263;POINT(52.345263,4.786654);;;;;;
1613.0;Wonen;9.4;2000.0;4.874.632;52.353.498;POINT(52.353498,4.874632);;;;;;
1614.0;Wonen;9.4;2000.0;479.031;52.382.466;POINT(52.382466,4.79031);;;;;;
1615.0;Wonen;9.4;2000.0;4.991.374;52.353.664;POINT(52.353664,4.991374);;;;;;
1616.0;Wonen;9.4;2000.0;499.408;52.354.719;POINT(52.354719,4.99408);;;;;;
1617.0;NietWonen;16.0;4000.0;4.935.367;5.235.587;POINT(52.35587,4.935367);;;;;;
1618.0;Wonen;9.4;2000.0;478.044;5.234.778;POINT(52.34778,4.78044);;;;;;
1619.0;Wonen;9.4;2000.0;4.789.965;5.234.848;POINT(52.34848,4.789965);;;;;;
1620.0;Wonen;8.0;2000.0;4.878.211;52.347.293;POINT(52.347293,4.878211);;;;;;
1621.0;Wonen;9.4;2000.0;4.993.922;52.356.814;POINT(52.356814,4.993922);;;;;;
1622.0;Wonen;9.4;2000.0;4.793.447;52.344.731;POINT(52.344731,4.793447);;;;;;
1623.0;Wonen;9.4;2000.0;4.774.319;5.235.202;POINT(52.35202,4.774319);;;;;;
1624.0;Wonen;9.4;2000.0;4.818.922;52.348.022;POINT(52.348022,4.818922);;;;;;
1625.0;Wonen;9.4;2000.0;4.836.157;52.381.895;POINT(52.381895,4.836157);;;;;;
1626.0;Wonen;9.4;2000.0;4.865.343;52.330.994;POINT(52.330994,4.865343);;;;;;
1627.0;NietWonen;18.0;4000.0;4.997.196;5.235.468;POINT(52.35468,4.997196);;;;;;
1628.0;Wonen;9.4;2000.0;4.907.523;52.402.117;POINT(52.402117,4.907523);;;;;;
1629.0;Wonen;9.4;2000.0;4.904.456;52.411.368;POINT(52.411368,4.904456);;;;;;
1630.0;Wonen;9.4;2000.0;4.818.924;52.347.971;POINT(52.347971,4.818924);;;;;;
1631.0;Wonen;9.4;2000.0;4.969.791;52.299.329;POINT(52.299329,4.969791);;;;;;
1632.0;NietWonen;33.0;8000.0;4.927.516;52.337.689;POINT(52.337689,4.927516);;;;;;
1633.0;NietWonen;18.0;4000.0;4.832.682;52.355.836;POINT(52.355836,4.832682);;;;;;
1634.0;Wonen;9.4;2000.0;4.972.969;52.300.786;POINT(52.300786,4.972969);;;;;;
1635.0;Wonen;3.0;1000.0;4.862.426;52.360.943;POINT(52.360943,4.862426);;;;;;
1636.0;Wonen;9.4;2000.0;4.964.192;5.232.354;POINT(52.32354,4.964192);;;;;;
1637.0;NietWonen;42.0;10000.0;4.838.558;52.365.749;POINT(52.365749,4.838558);;;;;;
1638.0;Wonen;9.4;2000.0;5.001.489;52.355.397;POINT(52.355397,5.001489);;;;;;
1639.0;Wonen;9.4;2000.0;4.953.113;52.399.971;POINT(52.399971,4.953113);;;;;;
1640.0;Wonen;9.4;2000.0;4.958.484;52.320.303;POINT(52.320303,4.958484);;;;;;
1641.0;NietWonen;48.0;12000.0;4.853.363;52.376.701;POINT(52.376701,4.853363);;;;;;
1642.0;Wonen;3.0;1000.0;4.873.564;52.382.411;POINT(52.382411,4.873564);;;;;;
1643.0;Wonen;9.4;2000.0;5.019.866;52.303.447;POINT(52.303447,5.019866);;;;;;
1644.0;Wonen;9.4;2000.0;4.819.603;52.374.223;POINT(52.374223,4.819603);;;;;;
1645.0;Wonen;9.4;2000.0;4.800.606;52.343.996;POINT(52.343996,4.800606);;;;;;
1646.0;Wonen;9.4;2000.0;4.972.771;52.294.471;POINT(52.294471,4.972771);;;;;;
1647.0;Wonen;9.4;2000.0;4.906.426;52.389.696;POINT(52.389696,4.906426);;;;;;
1648.0;Wonen;89.0;22000.0;4.919.218;52.357.608;POINT(52.357608,4.919218);;;;;;
1649.0;Wonen;6.0;1000.0;4.898.895;52.410.231;POINT(52.410231,4.898895);;;;;;
1650.0;NietWonen;30.0;8000.0;476.408;52.395.142;POINT(52.395142,4.76408);;;;;;
1651.0;Wonen;9.4;2000.0;4.929.376;52.394.855;POINT(52.394855,4.929376);;;;;;
1652.0;Wonen;9.4;2000.0;4.918.635;52.401.903;POINT(52.401903,4.918635);;;;;;
1653.0;NietWonen;8.0;2000.0;4.914.964;52.332.646;POINT(52.332646,4.914964);;;;;;
1654.0;NietWonen;126.0;32000.0;4.940.823;52.299.878;POINT(52.299878,4.940823);;;;;;
1655.0;Wonen;9.4;2000.0;4.981.936;52.326.811;POINT(52.326811,4.981936);;;;;;
1656.0;Wonen;6.0;1000.0;4.944.468;52.361.753;POINT(52.361753,4.944468);;;;;;
1657.0;NietWonen;17.0;4000.0;4.866.285;52.341.637;POINT(52.341637,4.866285);;;;;;
1658.0;NietWonen;9.4;2000.0;4.797.615;52.352.633;POINT(52.352633,4.797615);;;;;;
1659.0;NietWonen;6.0;1000.0;4.870.197;52.381.493;POINT(52.381493,4.870197);;;;;;
1660.0;Wonen;9.4;2000.0;4.918.766;52.399.665;POINT(52.399665,4.918766);;;;;;
1661.0;Wonen;9.4;2000.0;4.992.547;523.004;POINT(52.3004,4.992547);;;;;;
1662.0;Wonen;22.0;6000.0;4.881.202;5.235.179;POINT(52.35179,4.881202);;;;;;
1663.0;Wonen;9.4;2000.0;4.831.763;52.368.813;POINT(52.368813,4.831763);;;;;;
1664.0;Wonen;9.4;2000.0;4.803.604;52.347.907;POINT(52.347907,4.803604);;;;;;
1665.0;Wonen;9.4;2000.0;4.819.928;52.347.031;POINT(52.347031,4.819928);;;;;;
1666.0;Wonen;9.4;2000.0;4.891.049;52.421.733;POINT(52.421733,4.891049);;;;;;
1667.0;NietWonen;834.0;204000.0;4.871.824;52.415.913;POINT(52.415913,4.871824);;;;;;
1668.0;Wonen;9.4;2000.0;4.929.821;52.408.505;POINT(52.408505,4.929821);;;;;;
1669.0;NietWonen;42.0;10000.0;4.839.536;52.365.759;POINT(52.365759,4.839536);;;;;;
1670.0;Wonen;9.4;2000.0;4.950.144;52.390.593;POINT(52.390593,4.950144);;;;;;
1671.0;Wonen;9.4;2000.0;4.857.811;52.328.756;POINT(52.328756,4.857811);;;;;;
1672.0;Wonen;9.4;2000.0;4.948.784;52.374.795;POINT(52.374795,4.948784);;;;;;
1673.0;Wonen;9.4;2000.0;4.825.706;52.362.819;POINT(52.362819,4.825706);;;;;;
1674.0;NietWonen;63.0;15000.0;4.927.308;5.238.581;POINT(52.38581,4.927308);;;;;;
1675.0;Wonen;9.4;2000.0;4.879.929;52.346.824;POINT(52.346824,4.879929);;;;;;
1676.0;Wonen;9.4;2000.0;4.935.353;52.350.439;POINT(52.350439,4.935353);;;;;;
1677.0;Wonen;7.0;2000.0;4.857.038;52.378.332;POINT(52.378332,4.857038);;;;;;
1678.0;Wonen;9.4;2000.0;4.968.584;52.315.738;POINT(52.315738,4.968584);;;;;;
1679.0;Wonen;12.0;3000.0;4.979.015;52.327.342;POINT(52.327342,4.979015);;;;;;
1680.0;NietWonen;20.0;5000.0;4.928.008;52.386.213;POINT(52.386213,4.928008);;;;;;
1681.0;Wonen;170.0;42000.0;4.939.674;52.395.946;POINT(52.395946,4.939674);;;;;;
1682.0;Wonen;23.0;6000.0;4.801.047;52.380.875;POINT(52.380875,4.801047);;;;;;
1683.0;Wonen;32.0;8000.0;4.885.264;52.351.381;POINT(52.351381,4.885264);;;;;;
1684.0;Wonen;4.0;1000.0;4.783.995;5.235.476;POINT(52.35476,4.783995);;;;;;
1685.0;Wonen;9.4;2000.0;498.337;52.325.247;POINT(52.325247,4.98337);;;;;;
1686.0;Wonen;9.4;2000.0;489.047;52.409.795;POINT(52.409795,4.89047);;;;;;
